DATE_TIME,POST
2023-05-02 02:41:50,아 이걸 못 넣에
2023-05-02 02:41:48,이새끼들 또 시간끌기 프레임 들어갔네
2023-05-02 02:41:41,이강인 모든 플레이가 그냥 쥐어짜는 플래이
2023-05-02 02:41:37,강인이가 오른쪽왼쪽 다참?
2023-05-02 02:41:22,느그강인 골 뺏기는거 봐 ㅋㅋㅋㅋ
2023-05-02 02:41:17,아깝네 방금은 
2023-05-02 02:41:13,찬밥이 기술은 좋은데 ‘축구’는 못하네
2023-05-02 02:41:05,마요네즈 골키퍼도 마요네즈에 있을 수준은 아닌데
2023-05-02 02:40:59,이강인 존나 하는거 없는디?
2023-05-02 02:40:30,올리려고 봤더니 아무도 없어ㅋㅋㅋ 마요르카
2023-05-02 02:40:27,방금거 시간끌기라는애들은
2023-05-02 02:40:26,이강인 잘하는가 맞냐?
2023-05-02 02:40:23,이강인 진짜 이피엘가면 안통할거 같냐?
2023-05-02 02:40:11,강인아 1초만 빨리 패스하자
2023-05-02 02:40:10,심판 손장난치는거 싫어하노
2023-05-02 02:40:07,안정환 오늘도 1승.jpg ㄷㄷ
2023-05-02 02:40:05,또 질질끌다가 크로스타이밍 좆망ㅋㅋㅋ
2023-05-02 02:40:03,이강인 존나 못한다 진짜.jpg
2023-05-02 02:40:02,또또 ㅈㄹ 시간끌기 수비다들어와 ㅋㅋㅋㅋㅋ
2023-05-02 02:40:01,강인이 아쉽노
2023-05-02 02:40:00,이강인 크로스 왤케 구리노
2023-05-02 02:39:59,드리블 실패 후 앰창크로스 실화????
2023-05-02 02:39:58,와 진짜 선수 아무도 없는거봐
2023-05-02 02:39:53,'그새끼' 한테는 절대볼수없는 터치 ㅋㅋㅋㅋ
2023-05-02 02:39:51,한국이 먹는것의 진심인건 걍 보르노문화때문이지
2023-05-02 02:39:50,풀경기 첨보는데 강인이 잘하는데?
2023-05-02 02:39:48,한국이 먹는것의 진심인건 걍 보르노문화때문이지
2023-05-02 02:39:47,유튜브에서 좀 자극적인 영상 봤다. 공개한다
2023-05-01 11:20:21,창민이가 전술 맞춰줘야 된다는 새끼들은 좀 심하게 축알못새끼들임
2023-05-01 11:20:20,케인이 나간다해도 그돈으로 더 좋은 선수 사겠지
2023-05-01 11:20:17,프리미어리그 역대 11번째 7시즌 연속 10골
2023-05-01 11:20:10,(팩트)현역때 박지성 경기본사람은 손흥민>박지성으로 결론 진즉에 냄
2023-05-01 11:20:03,한국인들 토트넘과 핫스퍼 이지랄 염병 떠는데 ㅋㅋ
2023-05-01 11:19:56,어쩌면 손흥민 우승에 전혀 관심 없는것일수도...
2023-05-01 11:19:43,케인이 왜나가냐?
2023-05-01 11:19:41,박지성솔직히 지금뛰면 더 폐급이었을걸? ㅋㅋ.jpg
2023-05-01 11:19:37,느그흥은 언제쯤 빅클럽 벤치라도 앉아보노
2023-05-01 11:19:36,콘테 이새끼 팀 나갔는데도 어떻게 영향력써버린거임?
2023-05-01 11:19:24,전북 차기 감독 칸나바로 협상중
2023-05-01 11:19:16,닭집 분위기<-----손흥민이 약 90퍼 만듦ㅋㅋ
2023-05-01 11:19:12,손까들 불쌍한게 자기 인생 쳐망한걸 손흥민탓함
2023-05-01 11:19:07,토트넘은 언제부터 망쪼가 들었냐면 ㅋㅋㅋ
2023-05-01 11:19:04,손흥민 여름에 이적할수있냐 빅클럽가서 행복축구하자
2023-05-01 11:18:53,항상 손흥민은 잘했는데 팀들이 못이김
2023-05-01 11:18:44,손까들 발작버튼이 챔결임
2023-05-01 11:18:29,손흥민은 진짜 골머신인거같음 10골
2023-05-01 11:18:19,???:손까들 현생살아라 남까는게 니인생에 도움이됨?
2023-05-01 11:18:12,케인은 나간다니까 ㅋㅋ
2023-05-01 11:18:09,리그는몰라도 토너먼트는 진짜 뽀록성 존나높아서
2023-05-01 11:17:51,닭집 벗어나니 우승직전인선수
2023-05-01 11:17:21,손흥민을 쓸려면 전술을 싹다 고쳐야됨 
2023-05-01 11:17:13,유튜브에서 드물게 수위높은거 봤다. 링크 올린다
2023-05-01 11:16:59,토트넘은 진짜 왜 이 모양이 됐냐?
2023-05-01 11:16:58,손흥민 혼자서는 아무것도 못하는 어른이
2023-05-01 11:16:50,요리스 케인 다이어 벤뎁 쳐낸다고치면
2023-05-01 11:16:35,부상없는박지성? 그냥병신이라니깐ㅋㅋㅋ.jpg
2023-05-01 11:16:05,어차피 손흥민도 챔스되는 팀에 갈듯
2023-05-01 11:16:00,패배 세레모니.gif
2023-05-01 11:15:57,그냥 손까버기단들은 페미랑 놀랍도록 똑같음 
2023-05-01 11:15:56,손뽕들은 지들이 토트넘 팬인 척 함 ㅋㅋㅋㅋㅋㅋㅋ
2023-05-01 11:15:54,박지성 맨유 이적료 50억 100억이면 샀을까?
2023-05-01 11:15:53,케인이 컨퍼올려놓고 맹구탈출해서 무관/폐닭집 뜬금 컨퍼우승
2023-05-01 11:15:49,탕강가 진지하게 쓰는게 낫지않냐
2023-05-01 11:15:36,과대평가는 느그흥이 받는게 과대평가고요
2023-05-01 11:15:17,흥민아 니가 빅클럽 못가는 이유는
2023-05-01 11:15:11,케인 근데 진짜 존나 잘하지 않냐
2023-05-01 11:15:08,흥민아 고맙다!
2023-05-01 11:14:45,이강인은 김민재랑 동급인데 둘다 있는 한국은 월컵 우승각이냐
2023-05-01 11:14:26,"땅치고 후회하는 발렌시아, ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2023-05-01 11:14:10,토트넘 이새끼들 7위는할려나
2023-05-01 11:13:53,토트넘 팬이 아닌데 초상집 알빠노?
2023-05-01 11:13:44,유튜브에서 드물게 수위높은거 봤다. 링크 올린다
2023-05-01 11:13:42,일본선수들은 29부터 폼 떨어짐
2023-05-01 11:13:38,닭집순위
2023-05-01 11:13:37,근데 버기는 ㄹㅇ 빨만한 가치도 없었음
2023-05-01 11:13:30,한국은 합숙 왤케 좋아함
2023-05-01 02:22:54,저 병신새끼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-05-01 02:22:53,ㅋㅋㅋㅋ존나 얼척없네 ㅋㅋㅋㅋㅋㅋㅋ
2023-05-01 02:22:52,모우라 미친 ㅅㄲ야 ㅋㅋㅋㅋㅋ
2023-05-01 02:22:51,자동문 ㅋㅋㄱㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-05-01 02:22:50,저새기 시발 퇴장당했어야 했는데 ㅅㅂ
2023-05-01 02:22:49,아오 페리시치 뭐ㅏ해 !!!
2023-05-01 02:22:48,이게 뭐노 ㅋㅋㅋ
2023-05-01 02:22:47,모우라 뭐해씨발
2023-05-01 02:22:46,내가 예언했잖아
2023-05-01 01:09:36,그저 대 태 풍
2023-05-01 01:09:35,대리시치와 앰창민의차이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-05-01 01:09:34,대 리 시 치
2023-05-01 01:09:33,아오 페리시치 ㅋㅋㅋㅋㅋㅋ
2023-05-01 01:09:32,대리시치 ㅋㅋㅋㅋㅋ
2023-05-01 01:09:31,대태풍 설거지 on ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-05-01 01:09:30,대태풍 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-05-01 01:09:29,케갓골ㅅㅅ
2023-05-01 01:09:28,대케인ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-05-01 01:09:27,골 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-05-01 01:09:26,황리시치 ㅋㅋ
2023-04-30 23:49:40,좆폴리 수비 지랄났노 ㅋㅋㅋ
2023-04-30 23:49:39,"○ ""무관귀신! 내 몸에서 나가!!!"""
2023-04-30 23:49:38,김씨 헤매네
2023-04-30 23:49:36,추가시간 5분 ㅋㅋㅋㅋㅋ
2023-04-30 23:49:34,살레르니타나 미쳤어
2023-04-30 23:49:33,토토 적중률 85정도 중인데 평가좀
2023-04-30 23:49:32,기적처럼 전승 전패 나오면 나폴리 진짜 폭동 일어나냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-30 23:49:30,올리베라 왜뺀거야 빡빡이놈아
2023-04-30 23:49:28,그냥 져줘 시발ㅋㅋㅋㅋㅋㅋㅋ
2023-04-30 23:49:27,김민재 결승골 기다려라
2023-04-30 23:49:22,김민재 경기 요약..gif
2023-04-30 23:49:20,호날두노 ㅋㅋㅋㅋ ㅋㅋㅋ
2023-04-30 23:49:19,와 미쳤어 ㅋㅋㅋ
2023-04-30 23:49:17,경기 존나재밌노 ㅋㅋㅋㅋㅋ
2023-04-30 23:49:16,재밌긴 존나 재밌노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-30 23:49:14,아니 그래서 이탈리아는 몇부리그임?
2023-04-30 23:49:13,좆될뻔했놐ㅋㅋㅋㅋㅋㅋㅋ
2023-04-30 23:49:12,나폴리 후반갈수록 약해지냐
2023-04-30 23:49:11,살레르 이새끼들 눈치 존나없냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-30 23:49:10,좆댈뻔했노ㅋㅋㅋㅋㅋㅋ
2023-04-30 23:49:09,살려주노 앰민재 ㅋㅋㅋㅋㅋ
2023-04-30 23:49:08,홈런 ㅋㅋㅋㅋ
2023-04-30 23:49:05,"""흥민아 우승은 직접 쟁취하는거다"" 드가자 ㅋㅋ"
2023-04-30 23:49:02,우당탕탕 ㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-30 23:49:00,앰창탄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-30 23:48:59,ㅈ될뻔 ㅋㅋㅋㅋㅋㅋㅋ
2023-04-30 23:48:57,탈트넘 효과 노리노ㅋㅋㅋㅋㅋ
2023-04-30 23:48:56,오늘 경기 무승부하게된다면 경우의수...jpg
2023-04-30 23:48:53,93분 금돔벨레 결승골 ㄷㄷㄷ
2023-04-30 23:48:52,킹돔벨레 입갤 
2023-04-30 23:48:51,해설아재 힘 많이 빠졌노
2023-04-30 23:48:50,스팔레티도 개병신이네 ㅋㅋ
2023-04-30 19:19:33,필존스 <- 이새끼 아직도 맨유선수였냐 ㄷㄷㄷ
2023-04-30 19:19:21,민뚜기 오늘 버스 우승 확정나는 날이냐?
2023-04-30 19:19:15,이제 나폴리에서 오시멘 흐비차 김민재는 준신 취급받는거임?
2023-04-30 19:18:55,강뽕인데 마드리드더비 개기대됨ㅋㅋㅋㅋ
2023-04-30 19:18:37,PL에서 부르면 굳이 라리가에 남을 이유가 없지
2023-04-30 19:18:33,대흥민 지리더라
2023-04-30 19:18:07,광주 잘하네 ㅋㅋㅋㅋㅋ
2023-04-30 19:18:05,아시아에서 챔스 우승한 선수는 대버지 뿐임??
2023-04-30 19:18:04,레알 바르샤가 PL에 오면 4-6위 경쟁임
2023-04-30 19:17:54,박지성 커리어 =  벤치 전문가
2023-04-30 19:17:48,피엘견들 근데 지들이 꼬마 선수모르는거 왜 나열하는거임
2023-04-30 19:17:40,개리그 어린이날 공짜표…jpg
2023-04-30 19:17:36,586세대가 쓰레기인 이유(한녀 허영심).jpg
2023-04-30 19:17:34,피온4vs피파23 머가더잼냐?
2023-04-30 19:17:23,나 롤 방송 이런거 할까
2023-04-30 19:17:17,아 호날두 말년에 as모나코에서 안뛰려나
2023-04-30 19:16:41,그리즈만 케인 누가 순수 실력 더 잘하냐?
2023-04-30 19:16:38,2표 2범
2023-04-30 19:16:33,울산 홈경기 관중..jpg
2023-04-30 19:16:29,오늘의 저녁
2023-04-30 19:16:12,대버지 uefa 세계랭킹1위 맨유시절 소속 ㅋㅋㅋㅋㅋㅋㅋ
2023-04-30 19:16:01,애들아 우리 이제 손흥민 그만까자....
2023-04-30 19:15:52,인싸들은 이강인이고 손흥민이고 다들 잘되라고
2023-04-30 19:15:41,이강인 걍 미토마보다 드리블 잘한다니까
2023-04-30 19:15:37,라리가가 EPL보다 경기력은 높지
2023-04-30 19:15:31,손흥민 선수 장점 이거 맞음?
2023-04-30 19:15:29,아니 진지하게 구단재정 토트넘>꼬마라고 생각함?
2023-04-30 19:15:20,뉴캐슬은 성취욕  맨시티는 커리어수집
2023-04-30 19:15:06,아 시발 이삭 씹새끼 대스날이 부를땐 안오고
2023-04-30 19:14:56,김민재 우승 비결....gif
2023-04-30 19:14:26,손흥민 오늘 해트트릭 한다에 너네 붕알 한개 걸 수 있음 없음?
2023-04-30 19:14:05,"RELEVO: 아틀레티코 마드리드, 이강인 영입 준비 완료"
2023-04-30 19:13:38,뉴카슬 아니면 맨시 에디하우 펩 밑에서 축구하는게
2023-04-30 19:13:28,뉴캐슬 챔스가면 김민재 데려온다고 그랬는데
2023-04-30 19:13:24,손흥민 최악의 상태에서 리버풀전 ㄷㄷㄷ
2023-04-30 19:13:03,꼬마 바리오스 임대간다는데 진짜 강인이 영입각이노
2023-04-30 19:13:01,14시즌동안 챔스 3번 먹은 리그
2023-04-30 19:12:45,다 좋은데 꼬마만은 안댄다
2023-04-30 19:12:35,설영우가 살렷네 날카롭네 광주
2023-04-30 19:12:12,득점왕한다고 우승세레머니 거리퍼레이드는 안해주자나;;
2023-04-30 19:12:10,손뽕들아 위축될 필요없다 
2023-04-30 19:12:03,요즘 롤 하는 여자 씨가 말랐구나
2023-04-30 19:11:58,근데 손흥민은 애초에 맨유 적응도 못함
2023-04-30 19:11:53,조센징들이 존나게혐오스러운 이유..jpg
2023-04-30 19:11:47,아깝네 ㅋㅋㅋㅋ
2023-04-30 19:11:25,너희들 갱생이죽이라고 들어봤냐
2023-04-30 19:10:50,"■ ???? : ""구단재정은 토트넘 > ATM"" ■"
2023-04-30 19:10:43,일뽕 조센징들 특징.FACT ㅋㅋㅋㅋ
2023-04-30 19:10:42,한국사회 우상화가 넘 심하네 
2023-04-30 01:26:39,안정환이 이강인 볼끈다는데?
2023-04-30 01:26:29,아시안게임 준비할려고 빨리 결정하는건가
2023-04-30 01:26:28,로마 밀란 경기 특
2023-04-30 01:26:24,앙고랑 주고받은 문자 왜 비공개했을까?????
2023-04-30 01:26:11,ㅈㄴ웃긴게 꼬마 거피셜 아니더라도 ㅋㅋㅋㅋ
2023-04-30 01:26:09,한국인이 스페인에 살아서 생각을 스페인어로 생각하면 한국인이냐?
2023-04-30 01:26:01,[속보]라리가 1티어 모레토 이강인 꼬마 떴다!!
2023-04-30 01:25:47,아니 미토마는 무슨 드리블하나성공하면 념글가냐
2023-04-30 01:25:39,레알마드리드 링크 있으신분?
2023-04-30 01:25:26,좆알 오늘은 얼마나 개쳐발릴지 설렌다 ㅋㅋ
2023-04-30 01:25:24,즐라탄은 왜 벤치에도 없냐
2023-04-30 01:25:10,이강인 그냥 꼬마 가는거 확정 같은데
2023-04-30 01:24:55,왜 박지성이 아시아 최고라는거에 개추 아무도 안줌?
2023-04-30 01:24:50,로마 경기 운영 좋은데
2023-04-30 01:24:44,억제기인 것도 모르는 일뽕 축알못 개좆병신들 ㅋㅋㅋㅋ
2023-04-30 01:24:41,파울아니라고 생각하나 패대기친수준인데 ㅋㅋㅋㅋㅋㅋ
2023-04-30 01:24:35,좆강인 이피엘은 못가고 꼬마 ㅅㅂ ㅋㅋㅋ
2023-04-30 01:24:25,손흥민도 1티어 떳엇는데 ㅋㅋ
2023-04-30 01:24:18,맨시티 가자 강인아
2023-04-30 01:24:01,인덕사지중 원맨캐리 해본건 덕배뿐.txt
2023-04-30 01:24:05,그 일본인이 잘했으면 꼬마를 갔겠지 ㅋㅋㅋㅋㅋㅋ
2023-04-30 01:23:57,해충갤이 재밌는 이유.factos
2023-04-30 01:23:39,좆토마 거품 좀 낀건 맞지 
2023-04-30 01:23:19,억제기인 것도 모르는 일뽕 축알못 개좆병신들 ㅋㅋㅋㅋ 
2023-04-30 01:23:14,근데 저 스페인기자 이강인 꼬마 기사 ㅈㄴ올리네
2023-04-30 01:23:12,번리 우승 했다는데 우승컵 줌?
2023-04-30 01:22:57,"민재-맨시티,강인-꼬마,인범-인테르 ㄷㄷㄷ"
2023-04-30 01:22:51,이승우가 몇몇 일본선수들 한테 있어서 은사같은 존재인 ㅇㅇ
2023-04-30 01:22:50,손뽕 까는게 다 일뽕은 아닌듯. 지들이 해놓은게 워낙 많아야지
2023-04-30 01:22:46,그래서 아시아 선수는 다 ㅂㅅ인 거임?
2023-04-30 01:22:43,손흥민은 이강인한테 주장 넘기자 이제
2023-04-30 01:22:42,해충갤<-정신병동은 아닌게...
2023-04-30 01:22:35,아시아 고트는 박지성이 맞으면 개추좀 ㅋㅋ
2023-04-30 01:22:24,일뽕인데 오늘은 패배 인정한다...
2023-04-30 01:22:10,미토마 거품빠진거 맞지?
2023-04-30 01:22:04,키큰 서양여자와 결혼한 한국남자.jpg
2023-04-30 01:21:58,이강인 결국 꼬마가겠구나 - 유니폼짤올림
2023-04-30 01:21:43,억제기인 것도 모르는 일뽕 축알못 개좆병신들 ㅋㅋㅋㅋ
2023-04-30 01:21:28,과연 이강인이 26살에 빅클럽에 갈 수 있을까?
2023-04-30 01:21:09,[국뽕멸망] ATM 이강인 영입포기 쿠보 노린다
2023-04-30 01:20:57,이거 쿨찐짤 진짜 존나 웃기노 ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-30 01:20:45,빨리 올리던가 수비다들어오고올리는
2023-04-30 01:20:43,찬밥인 가장 웃겼던순간..jpg
2023-04-30 01:20:39,난 메시가 조던보다 위라고 생각한다 
2023-04-30 01:20:26,너네 맨날 이렇게 싸울거면
2023-04-30 01:20:12,교체 6.4점 맥알은 냅두고 미토마만 까재끼는 거 보면..
2023-04-30 01:20:05,아시아 챔피언스리그 결승전 1차전 알 힐랄 VS 우라와 레드
2023-04-30 01:19:46,미토마 때문에 손흥민 동영상 보구 자야겠다. 같이 볼사람.gif
2023-04-30 01:19:40,해충갤은 그냥 광기의 정신병동 그 자체인듯 ㅋㅋㅋ
2023-04-30 01:19:17,한국 애들은 5대리그 언제 더 넘어오냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-29 10:36:50,팬들한테 칼꽂는건 앰창민아님?
2023-04-29 10:36:36,본캐 1티어 공짜승급 vs 아이언4 계정 이용권
2023-04-29 10:36:35,강인아 토트넘은 절대가면안된다 케인꼴난다
2023-04-29 10:36:29,AI = 버기단
2023-04-29 10:36:28,'전술 몰아주면 결과를 냄'.jpg
2023-04-29 10:36:06,실화)오늘 꾼 꿈 평가좀;;
2023-04-29 10:35:58,지금 이강인은 아시아에서 막을선수가없음
2023-04-29 10:35:49,짤에서 손흥민 농락시키는 앰흑이랑 언제 경기했는지
2023-04-29 10:35:48,근데 손흥민이 만약 우승컵 따는거 성공하면 평가 어느정도됨?
2023-04-29 10:35:27,AI한테 물어본 토트넘 VS 꼬마
2023-04-29 10:35:22,이강인이랑 손흥민 잘생겼다는 여자들 많은데
2023-04-29 10:35:07,전술몰빵해준다고 결과내는새끼가 대단한거지ㅋㅋ
2023-04-29 10:35:04,못생긴 쿠보빨바에 야구몰라도 오타니 빨겠음
2023-04-29 10:34:58,홍현석 또 골넣었노ㅋㅋㅋㅋ
2023-04-29 10:34:47,손까들 날조 타파하기..txt
2023-04-29 10:34:25,이강인은 쿠보가 아니라 스즈키유이토한테도 안됨 ㅎㅎ
2023-04-29 10:34:23,즈그 주인한테 칼 꽂는게 손뽕새끼들이다.
2023-04-29 10:33:57,[해축] 유럽클럽대항전 유일 남은 똥양인 ㅋ
2023-04-29 10:33:33,강인맘들 다좋은데 갑자기 이렇게까지 빠는이유가 머임?
2023-04-29 10:33:21,등 뒤에서 칼 꽂는게 버기단 새끼들이다
2023-04-29 10:33:00,케인은 내려와서 플레이할수있다는게 자기한테도 엄청 큰이익임
2023-04-29 10:32:57,알레띠(꼬마) 현식적 위치(한국대학비교)
2023-04-29 10:32:56,김민재가 손흥민보다 더 급 높은 이유.jpg
2023-04-29 10:32:49,쿠보 못생겼다는 새끼는 뭐냐
2023-04-29 10:32:38,강인이가 아시안게임은 먹지 ㅋㅋㅋ
2023-04-29 10:32:34,강인맘이나 손뽕이나 닭집 개무시하네
2023-04-29 10:31:49,'콘테 나가고 올려쓰잖아' <- 이거 진심으로 이렇게 생각하는거야?
2023-04-29 10:31:43,손흥민은 전술몰빵해주니 골수 늘어난거지 경기력은 병신임
2023-04-29 10:31:17,박지성은 진짜 대인배임
2023-04-29 10:31:03,왼쪽에 히살리송 두는게 낫긴해도 역시 페리시치때문에
2023-04-29 10:30:59,??? : 뭐고 오늘 손흥민 선발이노...
2023-04-29 10:30:53,진지하게 쿠보를 빨고 싶냐?
2023-04-29 10:30:49,[해축] 좆선은 모리타 급 선수도 없어서 맨날 알우영 ㅋ
2023-04-29 10:30:41,근데 이강인 꼬마가 베스트 아님?
2023-04-29 10:30:27,강인이 인기 많은거 보니 많은 클럽들이 지켜본듯
2023-04-29 10:29:48,히샬리송 리그 0골 뭐냐..
2023-04-29 10:29:34,손흥민하고 이강인 대충 짬뽕시키면 그게 쿠보임 
2023-04-29 10:29:33,이정도면 음바페 홀란드에 비비냐?
2023-04-29 10:29:31,이강인 아시안게임때 지켜본다 ㅇㅇ
2023-04-29 10:29:23,강인빠들한테 이강인 박지성 스타일이라고 하면 개 욕함
2023-04-29 10:29:17,손흥민이 골원툴이면 어떻게 클럽통산 어시가 91개냐
2023-04-29 10:29:04,근데 이런새끼가 축구선수맞음?
2023-04-29 10:28:59,닭집 왜 메이슨 정식감독안시킴?
2023-04-29 10:28:26,손뽕들 특.jpg
2023-04-29 10:27:56,쿠보는 그냥 손흥민 하위호환이잖아
2023-04-29 10:27:55,"차범근<-무관견, 버기단들이 언급도 안하는 이유"
2023-04-29 10:27:00,좆데스는 진짜 인기바닥이네. 정우영 폭망인데 관심조차 X
2023-04-28 15:08:28,완비사카는 센터백 전향하면 오질거같더라
2023-04-28 15:08:27,■ 빅6 = 아스날 뉴캐슬 맨시티 맨유 첼시 리버풀 ■
2023-04-28 15:08:25,콘테 나가자마자 4경기 3골 
2023-04-28 15:08:23,호날두 케이리그 오면 행복축구 가능하냐?
2023-04-28 15:08:03,구토들은 뭔 ㅅㅂ 월드컵을 메시가 원맨캐리로 우승시킨줄로 착각하더라
2023-04-28 15:07:30,메좆 현지 민심 개굴창 났다니까 그러내
2023-04-28 15:07:27,요즘 손흥민 무득점 경기 줄은거 같은데 기분탓임?
2023-04-28 15:07:15,일뽕들도 이강인 꼬마 링크 현실 부정하더라 ㅋㅋ
2023-04-28 15:07:09,페리시치는 억까가 너무 심함 그냥
2023-04-28 15:07:04,손흥민 꼬마 오퍼와도 안가지.. 런던인데
2023-04-28 15:06:46,오늘경기 대리시치 패스맵...jpg
2023-04-28 15:06:40,그러네 토트넘 챔스준은 손흥민이 캐리한거고
2023-04-28 15:06:38,맨시티는 오퍼오면 무조건 가야된다봄
2023-04-28 15:06:32,꼬마가 300억을 투자하는게 무슨 의미인지 전혀 모름 ㅋㅋ
2023-04-28 15:06:18,라리가는 진짜 이강인선수한테 공로상 줘야한다
2023-04-28 15:06:04,진지하게 개메좆 꾸레 복귀 가능성 높음?
2023-04-28 15:06:03,토트넘 팬들은 손흥민 민심 어떰 ?
2023-04-28 15:05:58,"토트넘은 노팅엄,셀틱,함부르크,AV 한테도 안됨"
2023-04-28 15:05:55,뉴캐슬은 투자하자마 바로 강해지네. 김민재가
2023-04-28 15:05:05,페미들이 더치페이스 안된다는거 애초에 좀 말이
2023-04-28 15:04:55,이적설 트윗 댓글에 제발 와서 르마좀 밀어내라고 써잇었음
2023-04-28 15:04:46,여론이 왜이러겠냐 단순히 꼬마 오퍼 라고 그러겠냐?
2023-04-28 15:04:37,토트넘은 그냥 에버튼같은거지
2023-04-28 15:04:31,까라빱 <= 이 ㅈ같은새끼 팩트갈김
2023-04-28 15:04:26,"에휴 병신아, 이강인은 어디가더라도 주전임"
2023-04-28 15:04:21,흥민대입설 흥민이가 꼬마 링크 났다? ㅋㅋㅋㅋㅋ
2023-04-28 15:04:18,손흥민 진지하게 조기축구 껴서 슈팅 금지하게 하면
2023-04-28 15:04:17,토트넘 최고업적 챔스준우승 손흥민 모우라가 캐리했잖아
2023-04-28 15:04:10,그래 폐닭이 더 빅클럽이니까 빅클럽경기보러가
2023-04-28 15:03:56,근데 마네는 왜 뮌헨가서 망한거냐
2023-04-28 15:03:48,엘링 홀란드 득점왕 솔까 돈지랄
2023-04-28 15:03:44,좃트넘은 유컨따리인데 뭐랑 비교를 하냐?
2023-04-28 15:03:40,손뽕들은 뭔 또 유튜브에서 소설쓰고있냐
2023-04-28 15:03:23,근데 진짜 토트넘은 뭐가문제임?
2023-04-28 15:03:07,홀란드가 epl에서 저렇게 잘하는게 대단하긴 하다
2023-04-28 15:02:39,토트넘이랑 AT 마드리드 만날일 없지 않냐?
2023-04-28 15:02:37,레바뮌꼬 나올만했던게
2023-04-28 15:02:13,근데 맹구가는거도 리스크 존나 클텐데
2023-04-28 15:02:08,여기서 이강인 어디자리에 끼는건데??
2023-04-28 15:02:01,아니 그냥 생각이 있는 새끼면 꾸역꾸역 닭집이랑 꼬마 비교안한다고
2023-04-28 15:01:48,손흥민 vs 스털링 누구 승
2023-04-28 15:01:47,시발 토트넘은 챔스준 우승 하나뿐인데 저리 날뛰네
2023-04-28 15:01:37,욱일기가 싫으면 북마케도니아 가서 시위해라
2023-04-28 15:01:31,그냥 토트넘>꼬마 외치는게 손뽕들의 축구지식 수준이라고 생각하셈
2023-04-28 15:01:27,미토마 이강인 서열정리 들어간다
2023-04-28 15:01:11,솔직히 지금 꼬마vs토트넘하면 토트넘이 개털지
2023-04-28 05:43:10,갓극기 효과 ㅋㅋㅋㅋㅋ
2023-04-28 05:43:09,■실시간 닭집평점...fotmob
2023-04-28 05:43:07,슬슬 맹구 특 나오는데 그걸 못넣네.......
2023-04-28 05:43:05,저건아까 십창민이 놓친것보다 심한데
2023-04-28 05:43:04,다이어 씹 ㅋㅋㅋㅋ
2023-04-28 05:43:03,저 프리헤더를 시발 ㅋㅋㅋ
2023-04-28 05:43:02,좆극기 시발 내려라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-28 05:43:01,응 손흥민이엇음 헤딩도 못했어 ㅋㅋㅋㅋ
2023-04-28 05:43:00,다이어나 손흥민이나 에휴..
2023-04-28 05:42:59,다이어는 내비두라고ㅋㅋㅋㅋ
2023-04-28 05:42:58,좆극기 시발 ㅋㅋㅋㅋ
2023-04-28 05:42:57,완전 프리 헤더를 ㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-28 05:42:55,태극기ㅋㅋㅋㅋㅋㅋㅋ
2023-04-28 05:42:54,좆극기ㅋㅋㅋ
2023-04-28 05:42:53,저게 어떻게 센터백이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-28 05:42:52,진짜 프리헤더인데 저걸ㅋㅋㅋㅋㅋㅋㅋㅋ
2023-04-28 05:42:50,그냥 다병신같으면 개추 ㅋㅋ
2023-04-28 05:42:49,빅빅빅빅찬스미스ㅋㅋㅋㅋㅋㅋ
2023-04-28 05:42:48,다이어 호수비 ㅋㅋㅋ
2023-04-28 05:42:47,와..
2023-04-28 05:42:46,좆극기 ㅋㅋㅋㅋ
2023-04-28 05:42:45,대리시치 오늘 mvp감인데 지고잇어서 ㅋㅋㅋㅋ
